concept_id	concept_history_id	concept_history_date	component_id	component_history_id	logical_type	codelist_id	codelist_history_id	id	code	description	attributes.Entity.type	attributes.Category	attributes.Coding.System..Read.	concept_version_id	concept_name	coding_system.id	coding_system.name	coding_system.description	phenotype_id	phenotype_version_id	phenotype_name
2019	5176	2021-10-06T16:26:46.475497Z	2223	2910	1	2223	2856	121112	G304.00	Posterior myocardial infarction NOS	myocardial infarction - read	diagnostic	Read	5176	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH613	1226	Myocardial Infarction
2019	5176	2021-10-06T16:26:46.475497Z	2223	2910	1	2223	2856	121107	G307000	Acute non-Q wave infarction	myocardial infarction - read	diagnostic	Read	5176	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH613	1226	Myocardial Infarction
2019	5176	2021-10-06T16:26:46.475497Z	2223	2910	1	2223	2856	121110	G301z00	Anterior myocardial infarction NOS	myocardial infarction - read	diagnostic	Read	5176	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH613	1226	Myocardial Infarction
2019	5176	2021-10-06T16:26:46.475497Z	2223	2910	1	2223	2856	121133	G384.00	Postoperative subendocardial myocardial infarction	myocardial infarction - read	diagnostic	Read	5176	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH613	1226	Myocardial Infarction
2019	5176	2021-10-06T16:26:46.475497Z	2223	2910	1	2223	2856	121134	G363.00	Ruptur cardiac wall w'out haemopericard/cur comp fol ac MI	myocardial infarction - read	diagnostic	Read	5176	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH613	1226	Myocardial Infarction
2019	5176	2021-10-06T16:26:46.475497Z	2223	2910	1	2223	2856	121129	G38z.00	Postoperative myocardial infarction, unspecified	myocardial infarction - read	diagnostic	Read	5176	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH613	1226	Myocardial Infarction
2019	5176	2021-10-06T16:26:46.475497Z	2223	2910	1	2223	2856	121125	G30yz00	Other acute myocardial infarction NOS	myocardial infarction - read	diagnostic	Read	5176	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH613	1226	Myocardial Infarction
2019	5176	2021-10-06T16:26:46.475497Z	2223	2910	1	2223	2856	121100	G30..00	Acute myocardial infarction	myocardial infarction - read	diagnostic	Read	5176	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH613	1226	Myocardial Infarction
2019	5176	2021-10-06T16:26:46.475497Z	2223	2910	1	2223	2856	121139	G380.00	Postoperative transmural myocardial infarction anterior wall	myocardial infarction - read	diagnostic	Read	5176	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH613	1226	Myocardial Infarction
2019	5176	2021-10-06T16:26:46.475497Z	2223	2910	1	2223	2856	121099	G30..12	Coronary thrombosis	myocardial infarction - read	diagnostic	Read	5176	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH613	1226	Myocardial Infarction
2019	5176	2021-10-06T16:26:46.475497Z	2223	2910	1	2223	2856	121093	G30..17	Silent myocardial infarction	myocardial infarction - read	diagnostic	Read	5176	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH613	1226	Myocardial Infarction
2019	5176	2021-10-06T16:26:46.475497Z	2223	2910	1	2223	2856	121106	G35..00	Subsequent myocardial infarction	myocardial infarction - read	diagnostic	Read	5176	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH613	1226	Myocardial Infarction
2019	5176	2021-10-06T16:26:46.475497Z	2223	2910	1	2223	2856	121104	G301000	Acute anteroapical infarction	myocardial infarction - read	diagnostic	Read	5176	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH613	1226	Myocardial Infarction
2019	5176	2021-10-06T16:26:46.475497Z	2223	2910	1	2223	2856	121118	G308.00	Inferior myocardial infarction NOS	myocardial infarction - read	diagnostic	Read	5176	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH613	1226	Myocardial Infarction
