concept_id	concept_history_id	concept_history_date	component_id	component_history_id	logical_type	codelist_id	codelist_history_id	id	code	description	attributes	concept_version_id	concept_name	coding_system.id	coding_system.name	coding_system.description	phenotype_id	phenotype_version_id	phenotype_name
3567	10892	2024-05-05T22:40:11.266122Z	9380	11666	1	9380	10849	360880	4250	Endomyocardial fibrosis		10892	Cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3567	10892	2024-05-05T22:40:11.266122Z	9380	11666	1	9380	10849	360884	4257	Nutritional and metabolic cardiomyopathy		10892	Cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3567	10892	2024-05-05T22:40:11.266122Z	9380	11666	1	9380	10849	360882	4253	Endocardial fibroelastosis		10892	Cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3567	10892	2024-05-05T22:40:11.266122Z	9380	11666	1	9380	10849	360885	4258	Cardiomyopathy in other diseases classified elsewhere		10892	Cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3567	10892	2024-05-05T22:40:11.266122Z	9380	11666	1	9380	10849	360881	4252	Obscure cardiomyopathy of Africa		10892	Cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3567	10892	2024-05-05T22:40:11.266122Z	9380	11666	1	9380	10849	360887	42983	Takotsubo syndrome		10892	Cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3567	10892	2024-05-05T22:40:11.266122Z	9380	11666	1	9380	10849	360878	4254	Other primary cardiomyopathies		10892	Cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3567	10892	2024-05-05T22:40:11.266122Z	9380	11666	1	9380	10849	360886	4259	Secondary cardiomyopathy, unspecified		10892	Cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3567	10892	2024-05-05T22:40:11.266122Z	9380	11666	1	9380	10849	360879	425	Cardiomyopathy		10892	Cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3567	10892	2024-05-05T22:40:11.266122Z	9380	11666	1	9380	10849	360883	4255	Alcoholic cardiomyopathy		10892	Cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3568	10893	2024-05-05T22:40:11.299297Z	9334	11667	1	9334	10771	359973	I438	Cardiomyopathy in other diseases classified elsewhere		10893	Cardiomyopathy	4	ICD10 codes	ICD10 Codes	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3568	10893	2024-05-05T22:40:11.299297Z	9334	11667	1	9334	10771	359971	I431	Cardiomyopathy in metabolic diseases		10893	Cardiomyopathy	4	ICD10 codes	ICD10 Codes	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3568	10893	2024-05-05T22:40:11.299297Z	9334	11667	1	9334	10771	359974	O903	Cardiomyopathy in the puerperium		10893	Cardiomyopathy	4	ICD10 codes	ICD10 Codes	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3568	10893	2024-05-05T22:40:11.299297Z	9334	11667	1	9334	10771	359968	I429	Cardiomyopathy, unspecified		10893	Cardiomyopathy	4	ICD10 codes	ICD10 Codes	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3568	10893	2024-05-05T22:40:11.299297Z	9334	11667	1	9334	10771	359966	I427	Cardiomyopathy due to drugs and other external agents		10893	Cardiomyopathy	4	ICD10 codes	ICD10 Codes	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3568	10893	2024-05-05T22:40:11.299297Z	9334	11667	1	9334	10771	359965	I426	Alcoholic cardiomyopathy		10893	Cardiomyopathy	4	ICD10 codes	ICD10 Codes	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3568	10893	2024-05-05T22:40:11.299297Z	9334	11667	1	9334	10771	359961	I420	Dilated cardiomyopathy		10893	Cardiomyopathy	4	ICD10 codes	ICD10 Codes	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3568	10893	2024-05-05T22:40:11.299297Z	9334	11667	1	9334	10771	359969	I43	Cardiomyopathy in diseases classified elsewhere		10893	Cardiomyopathy	4	ICD10 codes	ICD10 Codes	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3568	10893	2024-05-05T22:40:11.299297Z	9334	11667	1	9334	10771	359972	I432	Cardiomyopathy in nutritional diseases		10893	Cardiomyopathy	4	ICD10 codes	ICD10 Codes	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3568	10893	2024-05-05T22:40:11.299297Z	9334	11667	1	9334	10771	359960	I42	Cardiomyopathy		10893	Cardiomyopathy	4	ICD10 codes	ICD10 Codes	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3568	10893	2024-05-05T22:40:11.299297Z	9334	11667	1	9334	10771	359967	I428	Other cardiomyopathies		10893	Cardiomyopathy	4	ICD10 codes	ICD10 Codes	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3569	10894	2024-05-05T22:40:11.353950Z	9335	11669	1	9335	10772	359994	G557z	Nutritional and metabolic cardiomyopathy NOS		10894	Cardiomyopathy	5	Read codes v2	Read codes v2	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3569	10894	2024-05-05T22:40:11.353950Z	9335	11669	1	9335	10772	360011	Gyu5S	[X]Cardiomyopathy in nutritional diseases classified elsewhere		10894	Cardiomyopathy	5	Read codes v2	Read codes v2	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3569	10894	2024-05-05T22:40:11.353950Z	9335	11669	1	9335	10772	359988	G5545	Takotsubo cardiomyopathy		10894	Cardiomyopathy	5	Read codes v2	Read codes v2	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3569	10894	2024-05-05T22:40:11.353950Z	9335	11669	1	9335	10772	359983	G5540	Congestive cardiomyopathy		10894	Cardiomyopathy	5	Read codes v2	Read codes v2	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3569	10894	2024-05-05T22:40:11.353950Z	9335	11669	1	9335	10772	359990	G555.	Alcoholic cardiomyopathy		10894	Cardiomyopathy	5	Read codes v2	Read codes v2	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3569	10894	2024-05-05T22:40:11.353950Z	9335	11669	1	9335	10772	359982	G554.	Other primary cardiomyopathies		10894	Cardiomyopathy	5	Read codes v2	Read codes v2	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3569	10894	2024-05-05T22:40:11.353950Z	9335	11669	1	9335	10772	359979	G55..	Cardiomyopathy		10894	Cardiomyopathy	5	Read codes v2	Read codes v2	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3569	10894	2024-05-05T22:40:11.353950Z	9335	11669	1	9335	10772	360013	L1865	Cardiomyopathy in the puerperium		10894	Cardiomyopathy	5	Read codes v2	Read codes v2	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3569	10894	2024-05-05T22:40:11.353950Z	9335	11669	1	9335	10772	360002	G55A.	Tachycardiomyopathy		10894	Cardiomyopathy	5	Read codes v2	Read codes v2	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3569	10894	2024-05-05T22:40:11.353950Z	9335	11669	1	9335	10772	359996	G5580	Cardiomyopathy in Friedreich's ataxia		10894	Cardiomyopathy	5	Read codes v2	Read codes v2	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3569	10894	2024-05-05T22:40:11.353950Z	9335	11669	1	9335	10772	360010	Gyu5R	[X]Cardiomyopathy in metabolic diseases classified elsewhere		10894	Cardiomyopathy	5	Read codes v2	Read codes v2	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3569	10894	2024-05-05T22:40:11.353950Z	9335	11669	1	9335	10772	360003	G55y.	Secondary cardiomyopathy NOS		10894	Cardiomyopathy	5	Read codes v2	Read codes v2	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3569	10894	2024-05-05T22:40:11.353950Z	9335	11669	1	9335	10772	359995	G558.	Cardiomyopathy in disease EC		10894	Cardiomyopathy	5	Read codes v2	Read codes v2	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3569	10894	2024-05-05T22:40:11.353950Z	9335	11669	1	9335	10772	360008	Gyu5P	[X]Other cardiomyopathies		10894	Cardiomyopathy	5	Read codes v2	Read codes v2	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3569	10894	2024-05-05T22:40:11.353950Z	9335	11669	1	9335	10772	360005	G55z.	Cardiomyopathy NOS		10894	Cardiomyopathy	5	Read codes v2	Read codes v2	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3569	10894	2024-05-05T22:40:11.353950Z	9335	11669	1	9335	10772	359987	G5544	Primary dilated cardiomyopathy		10894	Cardiomyopathy	5	Read codes v2	Read codes v2	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3569	10894	2024-05-05T22:40:11.353950Z	9335	11669	1	9335	10772	359998	G5582	Dystrophic cardiomyopathy		10894	Cardiomyopathy	5	Read codes v2	Read codes v2	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3569	10894	2024-05-05T22:40:11.353950Z	9335	11669	1	9335	10772	359992	G557.	Nutritional and metabolic cardiomyopathies		10894	Cardiomyopathy	5	Read codes v2	Read codes v2	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3569	10894	2024-05-05T22:40:11.353950Z	9335	11669	1	9335	10772	359981	G552.	Obscure African cardiomyopathy		10894	Cardiomyopathy	5	Read codes v2	Read codes v2	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3569	10894	2024-05-05T22:40:11.353950Z	9335	11669	1	9335	10772	360000	G558z	Cardiomyopathy in diseases EC, NOS		10894	Cardiomyopathy	5	Read codes v2	Read codes v2	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3569	10894	2024-05-05T22:40:11.353950Z	9335	11669	1	9335	10772	359977	F391B	Cardiomyopathy in Duchenne muscular dystrophy		10894	Cardiomyopathy	5	Read codes v2	Read codes v2	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
3569	10894	2024-05-05T22:40:11.353950Z	9335	11669	1	9335	10772	360001	G559.	Arrhythmogenic right ventricular cardiomyopathy		10894	Cardiomyopathy	5	Read codes v2	Read codes v2	PH1646	3383	Cardiomyopathy (exc. HCM, restrictive, ischaemic & infective)
