concept_id	concept_history_id	concept_history_date	component_id	component_history_id	logical_type	codelist_id	codelist_history_id	id	code	description	attributes.Medcode	concept_version_id	concept_name	coding_system.id	coding_system.name	coding_system.description	phenotype_id	phenotype_version_id	phenotype_name
3330	10197	2023-02-13T16:28:11.098801Z	8869	10469	1	8869	10183	301193	G30..14	Heart attack	1204	10197	Myocardial infarction Read codes - Charlson	5	Read codes v2	Read codes v2	PH1062	2327	Myocardial infarction - Charlson primary care
3330	10197	2023-02-13T16:28:11.098801Z	8869	10469	1	8869	10183	301217	G36..00	Certain current complication follow acute myocardial infarct	36423	10197	Myocardial infarction Read codes - Charlson	5	Read codes v2	Read codes v2	PH1062	2327	Myocardial infarction - Charlson primary care
3330	10197	2023-02-13T16:28:11.098801Z	8869	10469	1	8869	10183	301197	G32..11	Healed myocardial infarction	16408	10197	Myocardial infarction Read codes - Charlson	5	Read codes v2	Read codes v2	PH1062	2327	Myocardial infarction - Charlson primary care
3330	10197	2023-02-13T16:28:11.098801Z	8869	10469	1	8869	10183	301220	G302.00	Acute inferolateral infarction	8935	10197	Myocardial infarction Read codes - Charlson	5	Read codes v2	Read codes v2	PH1062	2327	Myocardial infarction - Charlson primary care
3330	10197	2023-02-13T16:28:11.098801Z	8869	10469	1	8869	10183	301191	G304.00	Posterior myocardial infarction NOS	23892	10197	Myocardial infarction Read codes - Charlson	5	Read codes v2	Read codes v2	PH1062	2327	Myocardial infarction - Charlson primary care
3330	10197	2023-02-13T16:28:11.098801Z	8869	10469	1	8869	10183	301225	429 AH	HEART ATTACK	306459	10197	Myocardial infarction Read codes - Charlson	5	Read codes v2	Read codes v2	PH1062	2327	Myocardial infarction - Charlson primary care
3330	10197	2023-02-13T16:28:11.098801Z	8869	10469	1	8869	10183	301209	G307100	Acute non-ST segment elevation myocardial infarction	10562	10197	Myocardial infarction Read codes - Charlson	5	Read codes v2	Read codes v2	PH1062	2327	Myocardial infarction - Charlson primary care
3330	10197	2023-02-13T16:28:11.098801Z	8869	10469	1	8869	10183	301179	G38..00	Postoperative myocardial infarction	32272	10197	Myocardial infarction Read codes - Charlson	5	Read codes v2	Read codes v2	PH1062	2327	Myocardial infarction - Charlson primary care
3330	10197	2023-02-13T16:28:11.098801Z	8869	10469	1	8869	10183	301184	G353.00	Subsequent myocardial infarction of other sites	72562	10197	Myocardial infarction Read codes - Charlson	5	Read codes v2	Read codes v2	PH1062	2327	Myocardial infarction - Charlson primary care
3330	10197	2023-02-13T16:28:11.098801Z	8869	10469	1	8869	10183	301190	G307.00	Acute subendocardial infarction	3704	10197	Myocardial infarction Read codes - Charlson	5	Read codes v2	Read codes v2	PH1062	2327	Myocardial infarction - Charlson primary care
3330	10197	2023-02-13T16:28:11.098801Z	8869	10469	1	8869	10183	301189	G384.00	Postoperative subendocardial myocardial infarction	41835	10197	Myocardial infarction Read codes - Charlson	5	Read codes v2	Read codes v2	PH1062	2327	Myocardial infarction - Charlson primary care
3330	10197	2023-02-13T16:28:11.098801Z	8869	10469	1	8869	10183	301235	G38z.00	Postoperative myocardial infarction, unspecified	68748	10197	Myocardial infarction Read codes - Charlson	5	Read codes v2	Read codes v2	PH1062	2327	Myocardial infarction - Charlson primary care
3330	10197	2023-02-13T16:28:11.098801Z	8869	10469	1	8869	10183	301201	889A.00	Diab mellit insulin-glucose infus acute myocardial infarct	61670	10197	Myocardial infarction Read codes - Charlson	5	Read codes v2	Read codes v2	PH1062	2327	Myocardial infarction - Charlson primary care
3330	10197	2023-02-13T16:28:11.098801Z	8869	10469	1	8869	10183	301185	G35X.00	Subsequent myocardial infarction of unspecified site	46166	10197	Myocardial infarction Read codes - Charlson	5	Read codes v2	Read codes v2	PH1062	2327	Myocardial infarction - Charlson primary care
3330	10197	2023-02-13T16:28:11.098801Z	8869	10469	1	8869	10183	301182	G307000	Acute non-Q wave infarction	9507	10197	Myocardial infarction Read codes - Charlson	5	Read codes v2	Read codes v2	PH1062	2327	Myocardial infarction - Charlson primary care
3330	10197	2023-02-13T16:28:11.098801Z	8869	10469	1	8869	10183	301180	G301100	Acute anteroseptal infarction	17872	10197	Myocardial infarction Read codes - Charlson	5	Read codes v2	Read codes v2	PH1062	2327	Myocardial infarction - Charlson primary care
3330	10197	2023-02-13T16:28:11.098801Z	8869	10469	1	8869	10183	301210	G381.00	Postoperative transmural myocardial infarction inferior wall	46276	10197	Myocardial infarction Read codes - Charlson	5	Read codes v2	Read codes v2	PH1062	2327	Myocardial infarction - Charlson primary care
3330	10197	2023-02-13T16:28:11.098801Z	8869	10469	1	8869	10183	301188	14AH.00	H/O: Myocardial infarction in last year	50372	10197	Myocardial infarction Read codes - Charlson	5	Read codes v2	Read codes v2	PH1062	2327	Myocardial infarction - Charlson primary care
3330	10197	2023-02-13T16:28:11.098801Z	8869	10469	1	8869	10183	301198	G35..00	Subsequent myocardial infarction	18842	10197	Myocardial infarction Read codes - Charlson	5	Read codes v2	Read codes v2	PH1062	2327	Myocardial infarction - Charlson primary care
3330	10197	2023-02-13T16:28:11.098801Z	8869	10469	1	8869	10183	301204	G311000	Myocardial infarction aborted	61072	10197	Myocardial infarction Read codes - Charlson	5	Read codes v2	Read codes v2	PH1062	2327	Myocardial infarction - Charlson primary care
3330	10197	2023-02-13T16:28:11.098801Z	8869	10469	1	8869	10183	301202	G30..15	MI - acute myocardial infarction	1677	10197	Myocardial infarction Read codes - Charlson	5	Read codes v2	Read codes v2	PH1062	2327	Myocardial infarction - Charlson primary care
3330	10197	2023-02-13T16:28:11.098801Z	8869	10469	1	8869	10183	301214	G306.00	True posterior myocardial infarction	63467	10197	Myocardial infarction Read codes - Charlson	5	Read codes v2	Read codes v2	PH1062	2327	Myocardial infarction - Charlson primary care
3330	10197	2023-02-13T16:28:11.098801Z	8869	10469	1	8869	10183	301186	14A4.00	H/O: myocardial infarct >60	40399	10197	Myocardial infarction Read codes - Charlson	5	Read codes v2	Read codes v2	PH1062	2327	Myocardial infarction - Charlson primary care
3330	10197	2023-02-13T16:28:11.098801Z	8869	10469	1	8869	10183	301221	G344.00	Silent myocardial ischaemia	29421	10197	Myocardial infarction Read codes - Charlson	5	Read codes v2	Read codes v2	PH1062	2327	Myocardial infarction - Charlson primary care
3330	10197	2023-02-13T16:28:11.098801Z	8869	10469	1	8869	10183	301183	G311011	MI - myocardial infarction aborted	55137	10197	Myocardial infarction Read codes - Charlson	5	Read codes v2	Read codes v2	PH1062	2327	Myocardial infarction - Charlson primary care
3330	10197	2023-02-13T16:28:11.098801Z	8869	10469	1	8869	10183	301200	G380.00	Postoperative transmural myocardial infarction anterior wall	46112	10197	Myocardial infarction Read codes - Charlson	5	Read codes v2	Read codes v2	PH1062	2327	Myocardial infarction - Charlson primary care
3330	10197	2023-02-13T16:28:11.098801Z	8869	10469	1	8869	10183	301223	4109NC	CORONARY INFARCTION	306424	10197	Myocardial infarction Read codes - Charlson	5	Read codes v2	Read codes v2	PH1062	2327	Myocardial infarction - Charlson primary care
