concept_id	concept_history_id	concept_history_date	component_id	component_history_id	logical_type	codelist_id	codelist_history_id	id	code	description	attributes	concept_version_id	concept_name	coding_system.id	coding_system.name	coding_system.description	phenotype_id	phenotype_version_id	phenotype_name
3550	10813	2024-04-25T14:52:15.801670Z	9268	11324	1	9268	10691	358817	4259	Secondary cardiomyopathy, unspecified		10813	Secondary cardiomyopathies	17	ICD9 codes	ICD9 codes	PH1642	3364	Secondary cardiomyopathies
3550	10813	2024-04-25T14:52:15.801670Z	9268	11324	1	9268	10691	358814	4255	Alcoholic cardiomyopathy		10813	Secondary cardiomyopathies	17	ICD9 codes	ICD9 codes	PH1642	3364	Secondary cardiomyopathies
3550	10813	2024-04-25T14:52:15.801670Z	9268	11324	1	9268	10691	358816	4258	Cardiomyopathy in other diseases classified elsewhere		10813	Secondary cardiomyopathies	17	ICD9 codes	ICD9 codes	PH1642	3364	Secondary cardiomyopathies
3550	10813	2024-04-25T14:52:15.801670Z	9268	11324	1	9268	10691	358815	4257	Nutritional and metabolic cardiomyopathy		10813	Secondary cardiomyopathies	17	ICD9 codes	ICD9 codes	PH1642	3364	Secondary cardiomyopathies
3550	10813	2024-04-25T14:52:15.801670Z	9268	11324	1	9268	10691	358818	6745	Peripartum cardiomyopathy		10813	Secondary cardiomyopathies	17	ICD9 codes	ICD9 codes	PH1642	3364	Secondary cardiomyopathies
3550	10813	2024-04-25T14:52:15.801670Z	9268	11324	1	9268	10691	358819	67454	Peripartum cardiomyopathy, postpartum condition or complication		10813	Secondary cardiomyopathies	17	ICD9 codes	ICD9 codes	PH1642	3364	Secondary cardiomyopathies
3551	10846	2024-04-25T17:20:52.303276Z	9258	11487	1	9258	10673	358742	I426	Alcoholic cardiomyopathy		10846	Secondary cardiomyopathies	4	ICD10 codes	ICD10 Codes	PH1642	3364	Secondary cardiomyopathies
3551	10846	2024-04-25T17:20:52.303276Z	9257	11486	1	9257	10672	358820	O903	Cardiomyopathy in the puerperium		10846	Secondary cardiomyopathies	4	ICD10 codes	ICD10 Codes	PH1642	3364	Secondary cardiomyopathies
3551	10846	2024-04-25T17:20:52.303276Z	9257	11486	1	9257	10672	358736	I427	Cardiomyopathy due to drugs and other external agents		10846	Secondary cardiomyopathies	4	ICD10 codes	ICD10 Codes	PH1642	3364	Secondary cardiomyopathies
3551	10846	2024-04-25T17:20:52.303276Z	9257	11486	1	9257	10672	358740	I432	Cardiomyopathy in nutritional diseases		10846	Secondary cardiomyopathies	4	ICD10 codes	ICD10 Codes	PH1642	3364	Secondary cardiomyopathies
3551	10846	2024-04-25T17:20:52.303276Z	9257	11486	1	9257	10672	358739	I431	Cardiomyopathy in metabolic diseases		10846	Secondary cardiomyopathies	4	ICD10 codes	ICD10 Codes	PH1642	3364	Secondary cardiomyopathies
3551	10846	2024-04-25T17:20:52.303276Z	9257	11486	1	9257	10672	358741	I438	Cardiomyopathy in other diseases classified elsewhere		10846	Secondary cardiomyopathies	4	ICD10 codes	ICD10 Codes	PH1642	3364	Secondary cardiomyopathies
3551	10846	2024-04-25T17:20:52.303276Z	9257	11486	1	9257	10672	358737	I43	Cardiomyopathy in diseases classified elsewhere		10846	Secondary cardiomyopathies	4	ICD10 codes	ICD10 Codes	PH1642	3364	Secondary cardiomyopathies
3551	10846	2024-04-25T17:20:52.303276Z	9257	11486	1	9257	10672	358738	I430	Cardiomyopathy in infectious and parasitic diseases classified elsewhere		10846	Secondary cardiomyopathies	4	ICD10 codes	ICD10 Codes	PH1642	3364	Secondary cardiomyopathies
3552	10869	2024-04-25T18:58:09.116120Z	9259	11556	1	9259	10674	358794	G55A.	Tachycardiomyopathy		10869	Secondary cardiomyopathies	5	Read codes v2	Read codes v2	PH1642	3364	Secondary cardiomyopathies
3552	10869	2024-04-25T18:58:09.116120Z	9263	11557	1	9263	10678	358768	G5804	Congestive heart failure due to valvular disease		10869	Secondary cardiomyopathies	5	Read codes v2	Read codes v2	PH1642	3364	Secondary cardiomyopathies
3552	10869	2024-04-25T18:58:09.116120Z	9263	11557	1	9263	10678	359013	G558.	Cardiomyopathy in disease EC		10869	Secondary cardiomyopathies	5	Read codes v2	Read codes v2	PH1642	3364	Secondary cardiomyopathies
3552	10869	2024-04-25T18:58:09.116120Z	9259	11556	1	9259	10674	358749	G55y.	Secondary cardiomyopathy NOS		10869	Secondary cardiomyopathies	5	Read codes v2	Read codes v2	PH1642	3364	Secondary cardiomyopathies
3552	10869	2024-04-25T18:58:09.116120Z	9263	11557	1	9263	10678	358795	F391B	Cardiomyopathy in Duchenne muscular dystrophy		10869	Secondary cardiomyopathies	5	Read codes v2	Read codes v2	PH1642	3364	Secondary cardiomyopathies
3552	10869	2024-04-25T18:58:09.116120Z	9285	11558	1	9285	10719	359107	G556.	Cardiomyopathy in Chagas's disease		10869	Secondary cardiomyopathies	5	Read codes v2	Read codes v2	PH1642	3364	Secondary cardiomyopathies
3552	10869	2024-04-25T18:58:09.116120Z	9259	11556	1	9259	10674	358746	G5574	Mucopolysaccharidosis cardiomyopathy		10869	Secondary cardiomyopathies	5	Read codes v2	Read codes v2	PH1642	3364	Secondary cardiomyopathies
3552	10869	2024-04-25T18:58:09.116120Z	9286	11559	1	9286	10720	359117	G55A.	Tachycardiomyopathy		10869	Secondary cardiomyopathies	5	Read codes v2	Read codes v2	PH1642	3364	Secondary cardiomyopathies
3552	10869	2024-04-25T18:58:09.116120Z	9263	11557	1	9263	10678	358797	G55y0	Cardiomyopathy due to drugs and other external agents		10869	Secondary cardiomyopathies	5	Read codes v2	Read codes v2	PH1642	3364	Secondary cardiomyopathies
3552	10869	2024-04-25T18:58:09.116120Z	9259	11556	1	9259	10674	358745	G555.	Alcoholic cardiomyopathy		10869	Secondary cardiomyopathies	5	Read codes v2	Read codes v2	PH1642	3364	Secondary cardiomyopathies
