concept_id	concept_history_id	concept_history_date	component_id	component_history_id	logical_type	codelist_id	codelist_history_id	id	code	description	attributes	concept_version_id	concept_name	coding_system.id	coding_system.name	coding_system.description	phenotype_id	phenotype_version_id	phenotype_name
3554	10849	2024-04-25T18:13:59.041971Z	9291	11505	1	9291	10727	359169	I500	Congestive heart failure		10849	Heart failure syndrome	4	ICD10 codes	ICD10 Codes	PH1643	3361	Heart failure syndrome
3554	10849	2024-04-25T18:13:59.041971Z	9291	11505	1	9291	10727	359168	I50	Heart failure		10849	Heart failure syndrome	4	ICD10 codes	ICD10 Codes	PH1643	3361	Heart failure syndrome
3554	10849	2024-04-25T18:13:59.041971Z	9291	11505	1	9291	10727	359167	I132	Hypertensive heart and renal disease with both (congestive) heart failure and renal failure		10849	Heart failure syndrome	4	ICD10 codes	ICD10 Codes	PH1643	3361	Heart failure syndrome
3554	10849	2024-04-25T18:13:59.041971Z	9291	11505	1	9291	10727	359166	I130	Hypertensive heart and renal disease with (congestive) heart failure		10849	Heart failure syndrome	4	ICD10 codes	ICD10 Codes	PH1643	3361	Heart failure syndrome
3554	10849	2024-04-25T18:13:59.041971Z	9291	11505	1	9291	10727	359171	I509	Heart failure, unspecified		10849	Heart failure syndrome	4	ICD10 codes	ICD10 Codes	PH1643	3361	Heart failure syndrome
3554	10849	2024-04-25T18:13:59.041971Z	9291	11505	1	9291	10727	359170	I501	Left ventricular failure		10849	Heart failure syndrome	4	ICD10 codes	ICD10 Codes	PH1643	3361	Heart failure syndrome
3554	10849	2024-04-25T18:13:59.041971Z	9291	11505	1	9291	10727	359164	I110	Hypertensive heart disease with (congestive) heart failure		10849	Heart failure syndrome	4	ICD10 codes	ICD10 Codes	PH1643	3361	Heart failure syndrome
3555	10850	2024-04-25T18:13:59.134216Z	9293	11507	1	9293	10729	359188	40201	Malignant hypertensive heart disease with heart failure		10850	Heart failure syndrome	17	ICD9 codes	ICD9 codes	PH1643	3361	Heart failure syndrome
3555	10850	2024-04-25T18:13:59.134216Z	9293	11507	1	9293	10729	359184	42841	Acute systolic & diastolic heart failure		10850	Heart failure syndrome	17	ICD9 codes	ICD9 codes	PH1643	3361	Heart failure syndrome
3555	10850	2024-04-25T18:13:59.134216Z	9293	11507	1	9293	10729	359193	40411	Benign hypertensive heart & kidney disease (stage 1-4) with heart failure		10850	Heart failure syndrome	17	ICD9 codes	ICD9 codes	PH1643	3361	Heart failure syndrome
