concept_id	concept_history_id	concept_history_date	component_id	component_history_id	logical_type	codelist_id	codelist_history_id	id	code	description	attributes.Entity.type	attributes.Category	attributes.Coding.System..Read.	concept_version_id	concept_name	coding_system.id	coding_system.name	coding_system.description	phenotype_id	phenotype_version_id	phenotype_name
1913	4964	2021-10-06T16:23:55.162983Z	2117	2804	1	2117	2750	113324	G232.00	Hypertensive heart&renal dis wth (congestive) heart failure	Heart Failure	diagnostic	Read	4964	Heart Failure - Primary Care	5	Read codes v2	Read codes v2	PH530	1060	Heart Failure
1913	4964	2021-10-06T16:23:55.162983Z	2117	2804	1	2117	2750	113314	G580.12	Right heart failure	Heart Failure	diagnostic	Read	4964	Heart Failure - Primary Care	5	Read codes v2	Read codes v2	PH530	1060	Heart Failure
1913	4964	2021-10-06T16:23:55.162983Z	2117	2804	1	2117	2750	113321	G1yz100	Rheumatic left ventricular failure	Heart Failure	diagnostic	Read	4964	Heart Failure - Primary Care	5	Read codes v2	Read codes v2	PH530	1060	Heart Failure
1913	4964	2021-10-06T16:23:55.162983Z	2117	2804	1	2117	2750	113331	G581.12	Pulmonary oedema - acute	Heart Failure	diagnostic	Read	4964	Heart Failure - Primary Care	5	Read codes v2	Read codes v2	PH530	1060	Heart Failure
1913	4964	2021-10-06T16:23:55.162983Z	2117	2804	1	2117	2750	113320	G580.13	Right ventricular failure	Heart Failure	diagnostic	Read	4964	Heart Failure - Primary Care	5	Read codes v2	Read codes v2	PH530	1060	Heart Failure
1913	4964	2021-10-06T16:23:55.162983Z	2117	2804	1	2117	2750	113330	G580000	Acute congestive heart failure	Heart Failure	diagnostic	Read	4964	Heart Failure - Primary Care	5	Read codes v2	Read codes v2	PH530	1060	Heart Failure
1913	4964	2021-10-06T16:23:55.162983Z	2117	2804	1	2117	2750	113315	G581.13	Impaired left ventricular function	Heart Failure	diagnostic	Read	4964	Heart Failure - Primary Care	5	Read codes v2	Read codes v2	PH530	1060	Heart Failure
1913	4964	2021-10-06T16:23:55.162983Z	2117	2804	1	2117	2750	113313	G581.00	Left ventricular failure	Heart Failure	diagnostic	Read	4964	Heart Failure - Primary Care	5	Read codes v2	Read codes v2	PH530	1060	Heart Failure
1913	4964	2021-10-06T16:23:55.162983Z	2117	2804	1	2117	2750	113319	G580300	Compensated cardiac failure	Heart Failure	diagnostic	Read	4964	Heart Failure - Primary Care	5	Read codes v2	Read codes v2	PH530	1060	Heart Failure
1913	4964	2021-10-06T16:23:55.162983Z	2117	2804	1	2117	2750	113337	1O1..00	Heart failure confirmed	Heart Failure	diagnostic	Read	4964	Heart Failure - Primary Care	5	Read codes v2	Read codes v2	PH530	1060	Heart Failure
