concept_id	concept_history_id	concept_history_date	component_id	component_history_id	logical_type	codelist_id	codelist_history_id	id	code	description	attributes.Entity.type	attributes.Coding.System..OXMIS.Read.	attributes.Category	concept_version_id	concept_name	coding_system.id	coding_system.name	coding_system.description	phenotype_id	phenotype_version_id	phenotype_name
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102934	G30yz00	Other acute MI NOS	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102924	G30..16	Thrombosis - coronary	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102896	G308.00	Inferior MI NOS	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102935	G30y.00	Other acute MI	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102888	G30..13	Cardiac rupture following MI	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102943	G366.00	Thrombosis atrium,auric append&vent/curr comp foll acute MI	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102909	G38..00	Postoperative MI	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102904	G351.00	Subsequent MI of inferior wall	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102939	G353.00	Subsequent MI of other sites	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102894	G306.00	True posterior MI	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102926	G30..14	Heart attack	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102900	G30y200	Acute septal infarction	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102920	G364.00	Ruptur chordae tendinae/curr comp fol acute myocard infarct	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102947	G384.00	Postoperative subendocardial MI	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102928	G307100	Acute non-ST segment elevation MI	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102913	G30..00	Acute MI	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102938	G310.00	PostMI syndrome	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102930	G301100	Acute anteroseptal infarction	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102914	Gyu3400	[X]Acute transmural MI of unspecif site	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102919	G36..00	Certain current complication follow acute myocardial infarct	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102917	G350.00	Subsequent MI of anterior wall	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102929	G301z00	Anterior MI NOS	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102944	G380.00	Postoperative transmural MI anterior wall	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102949	G301000	Acute anteroapical infarction	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102895	G307000	Acute non-Q wave infarction	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102889	G30..15	MI - acute MI	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102908	G365.00	Rupture papillary muscle/curr comp fol acute myocard infarct	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102940	G35..00	Subsequent MI	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102923	G300.00	Acute anterolateral infarction	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
1842	4822	2021-10-06T16:21:19.862866Z	2046	2733	1	2046	2679	102918	G501.00	Post infarction pericarditis	res15: Myocardial Infarction	Read	diagnostic	4822	Myocardial Infarction - Primary Care	5	Read codes v2	Read codes v2	PH481	962	Myocardial Infarction
