concept_id	concept_history_id	concept_history_date	component_id	component_history_id	logical_type	codelist_id	codelist_history_id	id	code	description	attributes	concept_version_id	concept_name	coding_system.id	coding_system.name	coding_system.description	phenotype_id	phenotype_version_id	phenotype_name
3540	10776	2024-04-25T12:46:16.220147Z	9232	11149	1	9232	10639	358616	42511	Hypertrophic obstructive cardiomyopathy		10776	Hypertrophic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1640	3331	Hypertrophic cardiomyopathy
3540	10776	2024-04-25T12:46:16.220147Z	9232	11149	1	9232	10639	358615	4251	Hypertrophic cardiomyopathy		10776	Hypertrophic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1640	3331	Hypertrophic cardiomyopathy
3540	10776	2024-04-25T12:46:16.220147Z	9232	11149	1	9232	10639	358617	42518	Hypertrophic non-obstructive cardiomyopathy		10776	Hypertrophic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1640	3331	Hypertrophic cardiomyopathy
3541	10777	2024-04-25T12:46:16.254312Z	9233	11150	1	9233	10640	358619	I422	Other hypertrophic cardiomyopathy		10777	Hypertrophic cardiomyopathy	4	ICD10 codes	ICD10 Codes	PH1640	3331	Hypertrophic cardiomyopathy
3541	10777	2024-04-25T12:46:16.254312Z	9233	11150	1	9233	10640	358618	I421	Obstructive hypertrophic cardiomyopathy		10777	Hypertrophic cardiomyopathy	4	ICD10 codes	ICD10 Codes	PH1640	3331	Hypertrophic cardiomyopathy
3542	10778	2024-04-25T12:46:16.297190Z	9234	11151	1	9234	10641	358623	Gyu5M	[X]Other hypertrophic cardiomyopathy		10778	Hypertrophic cardiomyopathy	5	Read codes v2	Read codes v2	PH1640	3331	Hypertrophic cardiomyopathy
3542	10778	2024-04-25T12:46:16.297190Z	9234	11151	1	9234	10641	358621	G551.	Hypertrophic obstructive cardiomyopathy		10778	Hypertrophic cardiomyopathy	5	Read codes v2	Read codes v2	PH1640	3331	Hypertrophic cardiomyopathy
3542	10778	2024-04-25T12:46:16.297190Z	9234	11151	1	9234	10641	358622	G5543	Hypertrophic non-obstructive cardiomyopathy		10778	Hypertrophic cardiomyopathy	5	Read codes v2	Read codes v2	PH1640	3331	Hypertrophic cardiomyopathy
3543	10827	2024-04-25T15:51:50.284809Z	9269	11386	1	9269	10692	358821	Y207L	Congestive obstructive cardiomyopathy		10827	Hypertrophic cardiomyopathy	6	Read codes v3	Read codes v3	PH1640	3331	Hypertrophic cardiomyopathy
3543	10827	2024-04-25T15:51:50.284809Z	9271	11388	1	9271	10694	358825	YE0Rx	Cardiomyopathy (& [congest. obst.] or [hyper. obst.]) or endomyocardial fibrosis		10827	Hypertrophic cardiomyopathy	6	Read codes v3	Read codes v3	PH1640	3331	Hypertrophic cardiomyopathy
3543	10827	2024-04-25T15:51:50.284809Z	9236	11384	1	9236	10643	358633	YMAHa	[X]Other hypertrophic cardiomyopathy		10827	Hypertrophic cardiomyopathy	6	Read codes v3	Read codes v3	PH1640	3331	Hypertrophic cardiomyopathy
3543	10827	2024-04-25T15:51:50.284809Z	9236	11384	1	9236	10643	358629	Y207f	Hypertrophic cardiomyopathy without obstruction		10827	Hypertrophic cardiomyopathy	6	Read codes v3	Read codes v3	PH1640	3331	Hypertrophic cardiomyopathy
3543	10827	2024-04-25T15:51:50.284809Z	9236	11384	1	9236	10643	358625	Y207b	Hypertrophic cardiomyopathy		10827	Hypertrophic cardiomyopathy	6	Read codes v3	Read codes v3	PH1640	3331	Hypertrophic cardiomyopathy
3543	10827	2024-04-25T15:51:50.284809Z	9270	11387	1	9270	10693	358824	YMLRj	Hyper. obst. cardiomyopathy		10827	Hypertrophic cardiomyopathy	6	Read codes v3	Read codes v3	PH1640	3331	Hypertrophic cardiomyopathy
3543	10827	2024-04-25T15:51:50.284809Z	9236	11384	1	9236	10643	358632	YaRD2	HCM - Hypertrophic non-obstructive cardiomyopathy		10827	Hypertrophic cardiomyopathy	6	Read codes v3	Read codes v3	PH1640	3331	Hypertrophic cardiomyopathy
3543	10827	2024-04-25T15:51:50.284809Z	9236	11384	1	9236	10643	358630	Y207g	Hypertrophic non-obstructive cardiomyopathy		10827	Hypertrophic cardiomyopathy	6	Read codes v3	Read codes v3	PH1640	3331	Hypertrophic cardiomyopathy
3543	10827	2024-04-25T15:51:50.284809Z	9236	11384	1	9236	10643	358628	Y207e	HOCM - Hypertrophic obstructive cardiomyopathy		10827	Hypertrophic cardiomyopathy	6	Read codes v3	Read codes v3	PH1640	3331	Hypertrophic cardiomyopathy
3543	10827	2024-04-25T15:51:50.284809Z	9270	11387	1	9270	10693	358823	YMKrL	Congest. obst. cardiomyopathy		10827	Hypertrophic cardiomyopathy	6	Read codes v3	Read codes v3	PH1640	3331	Hypertrophic cardiomyopathy
3543	10827	2024-04-25T15:51:50.284809Z	9236	11384	1	9236	10643	358626	Y207c	HCM - Hypertrophic cardiomyopathy		10827	Hypertrophic cardiomyopathy	6	Read codes v3	Read codes v3	PH1640	3331	Hypertrophic cardiomyopathy
3543	10827	2024-04-25T15:51:50.284809Z	9236	11384	1	9236	10643	358627	Y207d	Hypertrophic obstructive cardiomyopathy		10827	Hypertrophic cardiomyopathy	6	Read codes v3	Read codes v3	PH1640	3331	Hypertrophic cardiomyopathy
