concept_id	concept_history_id	concept_history_date	component_id	component_history_id	logical_type	codelist_id	codelist_history_id	id	code	description	attributes.Disease	attributes.Medcode	attributes.Category	attributes.ReadcodeDescr	attributes.Readcode	concept_version_id	concept_name	coding_system.id	coding_system.name	coding_system.description	phenotype_id	phenotype_version_id	phenotype_name
1296	3731	2021-10-06T16:08:04.401992Z	1500	2187	1	1500	2133	66351	G30yz00	Other acute myocardial infarction NOS	Myocardial infarction	46017	Acute MI not further specified (5)			3731	Myocardial infarction - Primary care	5	Read codes v2	Read codes v2	PH215	430	Myocardial infarction
1296	3731	2021-10-06T16:08:04.401992Z	1500	2187	1	1500	2133	66315	G30..17	Silent myocardial infarction	Myocardial infarction	17689	Possible MI or uncertain date (2)			3731	Myocardial infarction - Primary care	5	Read codes v2	Read codes v2	PH215	430	Myocardial infarction
1296	3731	2021-10-06T16:08:04.401992Z	1500	2187	1	1500	2133	66364	G35X.00	Subsequent myocardial infarction of unspecified site	Myocardial infarction	46166	Subsequent MI (6)			3731	Myocardial infarction - Primary care	5	Read codes v2	Read codes v2	PH215	430	Myocardial infarction
1296	3731	2021-10-06T16:08:04.401992Z	1500	2187	1	1500	2133	66329	G30..15	MI - acute myocardial infarction	Myocardial infarction	1677	Acute MI not further specified (5)			3731	Myocardial infarction - Primary care	5	Read codes v2	Read codes v2	PH215	430	Myocardial infarction
1296	3731	2021-10-06T16:08:04.401992Z	1500	2187	1	1500	2133	66338	G304.00	Posterior myocardial infarction NOS	Myocardial infarction	23892	Acute MI not further specified (5)			3731	Myocardial infarction - Primary care	5	Read codes v2	Read codes v2	PH215	430	Myocardial infarction
1296	3731	2021-10-06T16:08:04.401992Z	1500	2187	1	1500	2133	66361	G350.00	Subsequent myocardial infarction of anterior wall	Myocardial infarction	45809	Subsequent MI (6)			3731	Myocardial infarction - Primary care	5	Read codes v2	Read codes v2	PH215	430	Myocardial infarction
1296	3731	2021-10-06T16:08:04.401992Z	1500	2187	1	1500	2133	66340	G306.00	True posterior myocardial infarction	Myocardial infarction	63467	Acute MI not further specified (5)			3731	Myocardial infarction - Primary care	5	Read codes v2	Read codes v2	PH215	430	Myocardial infarction
1296	3731	2021-10-06T16:08:04.401992Z	1500	2187	1	1500	2133	66355	G380.00	Postoperative transmural myocardial infarction anterior wall	Myocardial infarction	46112	Acute MI not further specified (5)			3731	Myocardial infarction - Primary care	5	Read codes v2	Read codes v2	PH215	430	Myocardial infarction
1296	3731	2021-10-06T16:08:04.401992Z	1500	2187	1	1500	2133	66348	G30y000	Acute atrial infarction	Myocardial infarction	28736	Acute MI not further specified (5)			3731	Myocardial infarction - Primary care	5	Read codes v2	Read codes v2	PH215	430	Myocardial infarction
1296	3731	2021-10-06T16:08:04.401992Z	1500	2187	1	1500	2133	66323	3236	ECG: lateral infarction	Myocardial infarction	52705	Acute MI not further specified (5)			3731	Myocardial infarction - Primary care	5	Read codes v2	Read codes v2	PH215	430	Myocardial infarction
1296	3731	2021-10-06T16:08:04.401992Z	1500	2187	1	1500	2133	66345	G30B.00	Acute posterolateral myocardial infarction	Myocardial infarction	32854	Acute MI not further specified (5)			3731	Myocardial infarction - Primary care	5	Read codes v2	Read codes v2	PH215	430	Myocardial infarction
1296	3731	2021-10-06T16:08:04.401992Z	1500	2187	1	1500	2133	66347	G30y.00	Other acute myocardial infarction	Myocardial infarction	34803	Acute MI not further specified (5)			3731	Myocardial infarction - Primary care	5	Read codes v2	Read codes v2	PH215	430	Myocardial infarction
1296	3731	2021-10-06T16:08:04.401992Z	1500	2187	1	1500	2133	66333	G301000	Acute anteroapical infarction	Myocardial infarction	40429	Acute MI not further specified (5)			3731	Myocardial infarction - Primary care	5	Read codes v2	Read codes v2	PH215	430	Myocardial infarction
1296	3731	2021-10-06T16:08:04.401992Z	1500	2187	1	1500	2133	66342	G307000	Acute non-Q wave infarction	Myocardial infarction	9507	Acute MI not further specified (5)			3731	Myocardial infarction - Primary care	5	Read codes v2	Read codes v2	PH215	430	Myocardial infarction
1296	3731	2021-10-06T16:08:04.401992Z	1500	2187	1	1500	2133	66309	G32..00	Old myocardial infarction	Myocardial infarction	4017	History of MI (1)			3731	Myocardial infarction - Primary care	5	Read codes v2	Read codes v2	PH215	430	Myocardial infarction
1296	3731	2021-10-06T16:08:04.401992Z	1500	2187	1	1500	2133	66327	G30..12	Coronary thrombosis	Myocardial infarction	2491	Acute MI not further specified (5)			3731	Myocardial infarction - Primary care	5	Read codes v2	Read codes v2	PH215	430	Myocardial infarction
1296	3731	2021-10-06T16:08:04.401992Z	1500	2187	1	1500	2133	66308	G310.00	Postmyocardial infarction syndrome	Myocardial infarction	23579	History of MI (1)			3731	Myocardial infarction - Primary care	5	Read codes v2	Read codes v2	PH215	430	Myocardial infarction
1296	3731	2021-10-06T16:08:04.401992Z	1500	2187	1	1500	2133	66372	G365.00	Rupture papillary muscle/curr comp fol acute myocard infarct	Myocardial infarction	69474	Complications of MI (7)			3731	Myocardial infarction - Primary care	5	Read codes v2	Read codes v2	PH215	430	Myocardial infarction
1296	3731	2021-10-06T16:08:04.401992Z	1500	2187	1	1500	2133	66321	3234	ECG:posterior/inferior infarct	Myocardial infarction	26972	Acute MI not further specified (5)			3731	Myocardial infarction - Primary care	5	Read codes v2	Read codes v2	PH215	430	Myocardial infarction
1296	3731	2021-10-06T16:08:04.401992Z	1500	2187	1	1500	2133	66324	323Z.00	ECG: myocardial infarct NOS	Myocardial infarction	59032	Acute MI not further specified (5)			3731	Myocardial infarction - Primary care	5	Read codes v2	Read codes v2	PH215	430	Myocardial infarction
1296	3731	2021-10-06T16:08:04.401992Z	1500	2187	1	1500	2133	66357	G384.00	Postoperative subendocardial myocardial infarction	Myocardial infarction	41835	Acute MI not further specified (5)			3731	Myocardial infarction - Primary care	5	Read codes v2	Read codes v2	PH215	430	Myocardial infarction
1296	3731	2021-10-06T16:08:04.401992Z	1500	2187	1	1500	2133	66341	G307.00	Acute subendocardial infarction	Myocardial infarction	3704	Acute MI not further specified (5)			3731	Myocardial infarction - Primary care	5	Read codes v2	Read codes v2	PH215	430	Myocardial infarction
