concept_id	concept_history_id	concept_history_date	component_id	component_history_id	logical_type	codelist_id	codelist_history_id	id	code	description	attributes	concept_version_id	concept_name	coding_system.id	coding_system.name	coding_system.description	phenotype_id	phenotype_version_id	phenotype_name
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356505	412	Old myocardial infarction		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356476	4102	Acute myocardial infarction of inferolateral wall, episode of care unspecified		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356492	41071	Subendocardial infarction, initial episode of care		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356495	41081	Acute myocardial infarction of other specified sites, initial episode of care		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356473	4101	Acute myocardial infarction of other anterior wall, episode of care unspecified		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356502	4111	Intermediate coronary syndrome		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356488	4106	True posterior wall infarction, episode of care unspecified		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356497	4109	Acute myocardial infarction of unspecified site, episode of care unspecified		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356490	41062	True posterior wall infarction, subsequent episode of care		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356472	41002	Acute myocardial infarction of anterolateral wall, subsequent episode of care		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356498	41091	Acute myocardial infarction of unspecified site, initial episode of care		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356471	41001	Acute myocardial infarction of anterolateral wall, initial episode of care		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356486	41051	Acute myocardial infarction of other lateral wall, initial episode of care		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356484	41042	Acute myocardial infarction of other inferior wall, subsequent episode of care		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356481	41032	Acute myocardial infarction of inferoposterior wall, subsequent episode of care		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356494	4108	Acute myocardial infarction of other specified sites, episode of care unspecified		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356480	41031	Acute myocardial infarction of inferoposterior wall, initial episode of care		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356493	41072	Subendocardial infarction, subsequent episode of care		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356499	41092	Acute myocardial infarction of unspecified site, subsequent episode of care		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356479	4103	Acute myocardial infarction of inferoposterior wall, episode of care unspecified		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356470	410	Acute myocardial infarction of anterolateral wall, episode of care unspecified		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356478	41022	Acute myocardial infarction of inferolateral wall, subsequent episode of care		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356474	41011	Acute myocardial infarction of other anterior wall, initial episode of care		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356503	4118	Other acute and subacute forms of ischemic heart disease		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356504	41181	Acute coronary occlusion without myocardial infarction		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356489	41061	True posterior wall infarction, initial episode of care		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356485	4105	Acute myocardial infarction of other lateral wall, episode of care unspecified		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356500	411	Other acute and subacute forms of ischemic heart disease		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356487	41052	Acute myocardial infarction of other lateral wall, subsequent episode of care		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356491	4107	Subendocardial infarction, episode of care unspecified		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356483	41041	Acute myocardial infarction of other inferior wall, initial episode of care		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356501	4110	Postmyocardial infarction syndrome		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356496	41082	Acute myocardial infarction of other specified sites, subsequent episode of care		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356482	4104	Acute myocardial infarction of other inferior wall, episode of care unspecified		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356475	41012	Acute myocardial infarction of other anterior wall, subsequent episode of care		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
3502	10719	2024-04-24T21:33:18.561370Z	9163	10930	1	9163	10567	356477	41021	Acute myocardial infarction of inferolateral wall, initial episode of care		10719	Myocardial infarction	17	ICD9 codes	ICD9 codes	PH1636	3300	Myocardial infarction
