concept_id	concept_history_id	concept_history_date	component_id	component_history_id	logical_type	codelist_id	codelist_history_id	id	code	description	attributes	concept_version_id	concept_name	coding_system.id	coding_system.name	coding_system.description	phenotype_id	phenotype_version_id	phenotype_name
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360274	4254	Other primary cardiomyopathies		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360255	42823	Acute on chronic systolic heart failure		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360271	40413	Benign hypertensive heart & kidney disease (stage 5) with heart failure		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360266	40211	Benign hypertensive heart disease with heart failure		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360251	4281	Left heart failure		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360263	42843	Acute on chronic systolic & diastolic heart failure		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360250	4280	Congestive heart failure		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360260	42840	Systolic & diastolic heart failure NOS		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360270	40411	Benign hypertensive heart & kidney disease (stage 1-4) with heart failure		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360254	42822	Chronic systolic heart failure		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360267	40291	Unspecified hypertensive heart disease with heart failure		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360262	42842	Chronic systolic & diastolic heart failure		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360277	4252	Obscure cardiomyopathy of Africa		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360279	42983	Takotsubo syndrome		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360278	4253	Endocardial fibroelastosis		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360275	425	Cardiomyopathy		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360269	40403	Malignant hypertensive heart & kidney disease (stage 5) with heart failure		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360272	40491	Unspecified hypertensive heart  & kidney disease (stage 1-4) with heart failure		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360258	42832	Chronic diastolic heart failure		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360276	4250	Endomyocardial fibrosis		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360265	40201	Malignant hypertensive heart disease with heart failure		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360264	4289	Heart failure, unspecified		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360256	42830	Diastolic heart failure NOS		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360257	42831	Acute diastolic heart failure		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360261	42841	Acute systolic & diastolic heart failure		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360252	42820	Systolic heart failure NOS		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360268	40401	Malignant hypertensive heart & kidney disease (stage 1-4) with heart failure		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360259	42833	Acute on chronic diastolic heart failure		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360273	40493	Unspecified hypertensive heart  & kidney disease (stage 5) with heart failure		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
3520	10883	2024-04-25T19:48:29.968342Z	9346	11606	1	9346	10790	360253	42821	Acute systolic heart failure		10883	Non-ischaemic cardiomyopathy	17	ICD9 codes	ICD9 codes	PH1639	3370	Non-ischaemic cardiomyopathy
